shipment_id,order_date,ship_date,ship_dow,ship_month,shipment_mode,carrier,service_level,origin_metro,dest_metro,origin_zip,dest_zip,origin_lat,origin_lon,dest_lat,dest_lon,distance_miles,zone,weight_lbs,length_in,width_in,height_in,pallet_count,residential_flag,signature_required,declared_value_usd,fuel_surcharge_pct,weather_severity,carrier_congestion_index,promised_days,carrier_cost_usd,transit_days,delivered_on_time
SHP-42-0020638,2024-09-06,2024-09-09,0,9,parcel,Summit Express,Ground,Dallas TX,Charlotte NC,75206,28245,32.78,-96.8,35.23,-80.84,928.6,5,2.17,8.1,5.6,3.1,0,1,0,80.27,0.098,0.257,0.226,6,20.58,4,1
SHP-42-0006484,2025-10-07,2025-10-09,3,10,ltl_freight,Vela Freight,LTL Guaranteed,Charlotte NC,Seattle WA,28200,98136,35.23,-80.84,47.61,-122.33,2280.9,8,487.31,32.5,37.4,31.4,1,0,0,0.0,0.0814,0.186,0.203,8,451.97,7,1
SHP-42-0004421,2024-02-19,2024-02-21,2,2,parcel,Falcon Post,Ground,Chicago IL,Columbus OH,60635,43270,41.88,-87.63,39.96,-82.99,276.1,3,3.3,5.5,7.1,7.0,0,1,0,147.42,0.1742,0.593,0.144,5,13.98,5,1
SHP-42-0005264,2024-11-01,2024-11-01,4,11,parcel,Falcon Post,Expedited,Atlanta GA,Houston TX,30380,77078,33.75,-84.39,29.76,-95.37,701.0,5,3.55,8.3,5.7,5.2,0,1,0,0.0,0.1141,0.06,0.779,4,13.96,6,0
SHP-42-0005540,2025-11-28,2025-11-28,4,11,parcel,Northstar Parcel,Ground,Charlotte NC,Dallas TX,28255,75216,35.23,-80.84,32.78,-96.8,928.6,5,3.18,5.5,5.4,4.2,0,1,0,44.89,0.1096,0.205,0.776,6,14.63,6,1
SHP-42-0016801,2025-01-29,2025-02-01,5,2,parcel,Northstar Parcel,Ground,Seattle WA,Charlotte NC,98140,28256,47.61,-122.33,35.23,-80.84,2280.9,8,4.87,8.3,6.4,6.0,0,0,0,24.41,0.1064,0.267,0.241,7,12.58,7,1
SHP-42-0006111,2025-04-02,2025-04-03,3,4,parcel,Falcon Post,  Overnight ,Atlanta GA,Nashville TN,30309,37270,33.75,-84.39,36.16,-86.78,214.6,3,4.5,9.7,7.2,7.4,0,0,0,0.0,0.0903,0.336,0.0,2,24.46,3,0
SHP-42-0032051,2024-07-23,2024-07-23,1,7,parcel,Summit Express,Expedited,Chicago IL,Dallas TX,60611,75232,41.88,-87.63,32.78,-96.8,804.7,5,7.96,7.9,9.0,6.6,0,0,0,185.26,0.1285,0.051,0.156,4,28.89,2,1
SHP-42-0044570,2025-11-08,2025-11-08,5,11,parcel,Falcon Post,Expedited,Phoenix AZ,Salt Lake City UT,85049,84153,33.45,-112.07,40.76,-111.89,505.2,4,3.78,6.8,6.0,7.4,0,0,0,0.0,0.1347,0.164,0.869,3,11.65,4,0
SHP-42-0009073,2025-05-04,2025-05-05,0,5,parcel,Falcon Post,Overnight,Minneapolis MN,Boston MA,55433,02125,44.98,-93.27,42.36,-71.06,1121.0,6,3.02,6.8,6.4,7.0,0,0,0,0.0,0.119,0.042,0.299,2,23.06,2,1
SHP-42-0028624,2024-01-03,2024-01-03,2,1,parcel,Northstar Parcel,TwoDay,Miami FL,Columbus OH,33118,43285,25.76,-80.19,39.96,-82.99,994.3,5,3.26,6.1,4.9,5.8,0,1,0,0.0,0.1696,0.647,0.134,3,23.48,3,1
SHP-42-0016162,2025-10-02,2025-10-03,4,10,ltl_freight,Ironclad Freight,LTL Guaranteed,Phoenix AZ,New York NY,85031,10061,33.45,-112.07,40.71,-74.01,2139.4,8,469.57,48.5,37.6,31.9,1,0,0,35.47,0.1001,0.163,0.131,8,390.66,8,1
SHP-42-0016573,2024-01-17,2024-01-19,4,1,parcel,Falcon Post,Ground,Dallas TX,Salt Lake City UT,75227,84133,32.78,-96.8,40.76,-111.89,998.5,5,3.23,7.9,6.5,4.5,0,1,0,223.4,0.1248,0.224,0.205,6,14.9,7,0
SHP-42-0018480,2025-12-06,2025-12-07,6,12,parcel,Cobalt Regional,ground,Phoenix AZ,Los Angeles CA,85083,90027,33.45,-112.07,34.05,-118.24,356.8,4,1.93,6.0,5.9,3.5,0,0,0,122.54,0.1046,0.26,0.704,5,9.93,4,1
SHP-42-0041428,2024-01-08,2024-01-10,2,1,parcel,Northstar Parcel,TwoDay,Nashville TN,Los Angeles CA,37200,90013,36.16,-86.78,34.05,-118.24,1776.5,7,3.74,8.7,6.7,6.5,0,0,0,229.94,0.155,0.407,0.05,3,24.95,4,0
SHP-42-0031660,2024-10-16,2024-10-16,2,10,ltl_freight,Ironclad Freight,LTL Standard,Los Angeles CA,Denver CO,90032,80249,34.05,-118.24,39.74,-104.99,829.8,5,150.0,28.5,19.9,20.2,1,0,0,93.75,0.1004,0.221,0.21,9,211.49,10,0
SHP-42-0048799,2025-01-21,2025-01-26,6,1,parcel,Falcon Post,Ground,Miami FL,Dallas TX,33105,75276,25.76,-80.19,32.78,-96.8,1110.6,6,0.82,4.7,4.9,3.4,0,1,0,0.0,0.1291,0.529,0.171,6,12.18,7,0
SHP-42-0005929,2024-10-16,2024-10-17,3,10,ltl_freight,Ironclad Freight,LTL Standard,Los Angeles CA,Kansas City MO,90044,64149,34.05,-118.24,39.1,-94.58,1354.1,6,601.29,47.0,49.0,34.5,1,1,1,106.46,0.1021,0.018,0.139,10,303.68,9,1
SHP-42-0009197,2024-04-26,2024-04-26,4,4,parcel,Northstar Parcel,TwoDay,New York NY,Kansas City MO,10000,64154,40.71,-74.01,39.1,-94.58,1093.4,6,2.5,6.3,5.4,4.1,0,1,0,95.98,0.1042,0.088,0.145,3,24.94,2,1
SHP-42-0020204,2025-06-24,2025-06-25,2,6,parcel,Northstar Parcel,Ground,Phoenix AZ,Atlanta GA,85009,30378,33.45,-112.07,33.75,-84.39,1588.3,7,,11.3,6.5,4.1,0,0,0,0.0,0.1104,0.231,0.076,7,13.75,7,1
SHP-42-0022336,2024-12-15,2024-12-18,2,12,parcel,Falcon Post,Expedited,Atlanta GA,Boston MA,30351,2181,33.75,-84.39,42.36,-71.06,936.0,5,12.94,15.5,11.9,9.4,0,1,0,29.54,0.1567,0.419,0.75,4,20.78,10,0
SHP-42-0017112,2025-05-14,2025-05-14,2,5,parcel,Falcon Post,Ground,Los Angeles CA,Dallas TX,90050,75242,34.05,-118.24,32.78,-96.8,1237.4,6,2.63,9.2,7.2,6.8,0,0,0,59.7,0.0983,0.042,0.191,6,9.68,5,1
SHP-42-0013297,2025-12-18,2025-12-19,4,12,parcel,Falcon Post,Ground,Chicago IL,Boston MA,60698,2128,41.88,-87.63,42.36,-71.06,848.5,5,5.17,11.5,10.1,8.1,0,0,0,30.68,0.1521,0.479,0.695,6,13.95,7,0
SHP-42-0011550,2024-06-17,2024-06-19,2,6,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Houston TX,75252,77083,32.78,-96.8,29.76,-95.37,225.1,3,858.74,54.0,49.0,24.6,1,1,0,51.89,0.1159,0.144,0.231,7,184.59,6,1
SHP-42-0004613,2025-02-15,2025-02-16,6,2,parcel,Falcon Post,Ground,Denver CO,Dallas TX,80279,75212,39.74,-104.99,32.78,-96.8,662.3,5,3.12,5.5,5.0,3.3,0,1,1,32.55,0.1262,0.388,0.08,6,14.56,6,1
SHP-42-0019168,2024-03-30,2024-03-31,6,3,parcel,falcon post,Overnight,Portland OR,Boston MA,97237,02197,45.51,-122.68,42.36,-71.06,2533.2,8,1.51,8.1,5.0,3.5,0,1,0,60.29,0.074,0.194,0.173,2,27.38,4,0
SHP-42-0017836,2024-03-13,2024-03-13,2,3,parcel,Cobalt Regional,Expedited,Los Angeles CA,Phoenix AZ,90077,85014,34.05,-118.24,33.45,-112.07,356.8,4,1.69,8.2,4.6,3.5,0,1,1,0.0,0.0915,0.201,0.251,3,16.2,3,1
SHP-42-0014729,2024-05-22,2024-05-22,2,5,parcel,Northstar Parcel,TwoDay,Miami FL,Portland OR,33194,97283,25.76,-80.19,45.51,-122.68,2705.4,8,3.02,5.7,8.3,5.5,0,1,0,212.27,0.0791,0.023,0.124,3,26.36,3,1
SHP-42-0036517,2025-06-27,2025-06-27,4,6,parcel,Summit Express,Ground,Houston TX,Chicago IL,77090,60632,29.76,-95.37,41.88,-87.63,942.0,5,3.61,7.0,5.9,5.6,0,0,0,114.62,0.0853,0.466,0.19,6,15.54,5,1
SHP-42-0021266,2024-06-07,2024-06-08,5,6,ltl_freight,Ironclad Freight,LTL Standard,Kansas City MO,Atlanta GA,64177,30323,39.1,-94.58,33.75,-84.39,675.8,5,1655.67,63.1,,29.6,2,0,0,95.75,0.1169,0.274,0.265,9,307.86,8,1
SHP-42-0038320,2025-07-11,2025-07-13,6,7,parcel,Northstar Parcel,Ground,Nashville TN,Los Angeles CA,37243,90006,36.16,-86.78,34.05,-118.24,1776.5,7,3.39,8.2,7.8,4.7,0,1,0,37.33,0.0858,0.175,0.101,7,15.11,6,1
SHP-42-0004704,2025-12-11,2025-12-12,4,12,parcel,Summit Express,TwoDay,Dallas TX,Salt Lake City UT,75264,84162,32.78,-96.8,40.76,-111.89,998.5,5,9.58,8.6,10.2,7.3,0,1,1,0.0,0.196,0.7,0.945,3,44.72,4,0
SHP-42-0034984,2025-01-26,2025-01-28,1,1,parcel,SUMMIT EXPRESS,Ground,Columbus OH,Denver CO,43245,80239,39.96,-82.99,39.74,-104.99,1164.1,6,14.1,14.4,13.1,11.1,0,1,0,40.68,0.1633,0.571,0.227,6,34.47,6,1
SHP-42-0036130,2025-01-08,2025-01-08,2,1,parcel,Summit Express,Expedited,Chicago IL,Phoenix AZ,60604,85019,41.88,-87.63,33.45,-112.07,1451.5,7,,8.0,5.9,4.6,0,1,0,0.0,0.1619,0.65,0.076,4,25.25,3,1
SHP-42-0020292,2025-06-19,2025-06-20,4,6,parcel,Falcon Post,Ground,Atlanta GA,Minneapolis MN,30311,55443,33.75,-84.39,44.98,-93.27,908.1,5,8.95,10.4,7.4,4.9,0,1,0,0.0,0.077,0.105,0.182,6,15.75,6,1
SHP-42-0025882,2025-11-11,2025-11-12,2,11,parcel,Northstar Parcel,Ground,Los Angeles CA,Nashville TN,90053,37280,34.05,-118.24,36.16,-86.78,1776.5,7,5.96,11.9,7.1,4.6,0,1,1,0.0,0.1097,0.339,1.0,7,22.94,6,1
SHP-42-0030789,2024-07-24,2024-07-25,3,7,parcel,Cobalt Regional,Overnight,Phoenix AZ,Denver CO,85066,80234,33.45,-112.07,39.74,-104.99,585.4,4,0.92,6.9,4.5,3.4,0,0,0,49.18,0.1044,0.176,0.156,2,21.95,1,1
SHP-42-0045842,2024-09-13,2024-09-13,4,9,parcel,Northstar Parcel,Expedited,Dallas TX,Seattle WA,75231,98164,32.78,-96.8,47.61,-122.33,1679.5,7,7.61,13.8,8.1,8.5,0,0,1,403.62,0.079,0.205,0.219,4,28.39,4,1
SHP-42-0043948,2025-09-24,2025-09-26,4,9,parcel,Falcon Post,Expedited,Columbus OH,Phoenix AZ,43262,85023,39.96,-82.99,33.45,-112.07,1664.2,7,1211.0,9.2,5.8,4.1,0,1,1,330.98,0.1362,0.361,0.299,4,22.55,7,0
SHP-42-0028433,2024-03-05,2024-03-06,2,3,parcel,Northstar Parcel,Ground,Charlotte NC,Columbus OH,28211,43255,35.23,-80.84,39.96,-82.99,347.3,4,2.97,9.0,4.6,6.1,0,1,0,0.0,0.1124,0.512,0.217,5,15.77,6,0
SHP-42-0018956,2024-04-08,2024-04-08,0,4,parcel,Falcon Post,Ground,Seattle WA,New York NY,98186,10079,47.61,-122.33,40.71,-74.01,2401.7,8,6.01,,8.4,8.3,0,1,0,0.0,0.1074,0.285,0.202,7,15.06,7,1
SHP-42-0026413,2024-05-20,2024-05-21,1,5,ltl_freight,Ironclad Freight,LTL Guaranteed,Salt Lake City UT,Atlanta GA,84166,30311,40.76,-111.89,33.75,-84.39,1580.4,7,576.18,54.9,34.6,26.2,1,0,0,36.85,0.0654,0.208,0.182,7,318.02,8,0
SHP-42-0002530,2024-07-24,2024-07-26,4,7,ltl_freight,Ironclad Freight,LTL Guaranteed,Phoenix AZ,Dallas TX,85005,75223,33.45,-112.07,32.78,-96.8,884.1,5,955.05,57.3,49.6,41.0,1,0,0,44.49,0.1011,0.099,0.288,6,267.11,6,1
SHP-42-0030356,2024-06-16,2024-06-16,6,6,parcel,Northstar Parcel,Ground,New York NY,Denver CO,10000,80206,40.71,-74.01,39.74,-104.99,1627.2,7,5.0,12.1,9.4,8.3,0,0,0,0.0,0.107,0.276,0.016,7,16.55,7,1
SHP-42-0012736,2024-12-16,2024-12-17,1,12,parcel,Falcon Post,Expedited,New York NY,Houston TX,10086,77081,40.71,-74.01,29.76,-95.37,1417.3,7,6.72,7.3,10.1,8.3,0,0,0,0.0,0.1517,0.251,0.851,4,14.85,6,0
SHP-42-0030481,2024-11-15,2024-11-16,5,11,parcel,Northstar Parcel,Expedited,New York NY,Atlanta GA,10071,30368,40.71,-74.01,33.75,-84.39,745.6,5,11.55,10.3,12.2,10.7,0,0,0,78.93,0.1189,0.395,0.824,4,21.7,4,1
SHP-42-0031689,2024-11-16,2024-11-17,6,11,parcel,Falcon Post,Ground,Minneapolis MN,Houston TX,55444,77033,44.98,-93.27,29.76,-95.37,1057.8,6,2.43,9.4,6.4,5.8,0,0,0,0.0,0.0789,0.305,0.76,6,7.99,7,0
SHP-42-0022646,2025-08-02,2025-08-03,6,8,ltl_freight,Vela Freight,LTL Standard,Boston MA,Houston TX,02135,77025,42.36,-71.06,29.76,-95.37,1604.0,7,418.78,51.9,37.7,28.1,1,1,0,46.61,0.0744,0.107,0.071,10,353.47,9,1
SHP-42-0033985,2025-04-22,2025-04-22,1,4,parcel,Falcon Post,Ground,New York NY,Columbus OH,10020,43258,40.71,-74.01,39.96,-82.99,475.6,4,1.11,4.5,3.3,3.8,0,1,0,22.05,0.1042,0.124,0.057,5,10.81,5,1
SHP-42-0014543,2025-11-30,2025-11-30,6,11,parcel,Falcon Post,Ground,Portland OR,Kansas City MO,97253,64188,45.51,-122.68,39.1,-94.58,1493.9,7,1.83,4.4,6.7,2.9,0,0,0,0.0,0.0931,0.035,0.77,7,9.57,6,1
SHP-42-0036037,2024-03-13,2024-03-15,4,3,ltl_freight,Vela Freight,LTL Standard,Columbus OH,New York NY,43283,10041,39.96,-82.99,40.71,-74.01,475.6,4,678.67,40.7,46.3,43.2,1,0,0,33.85,0.0816,0.363,0.231,8,219.6,8,1
SHP-42-0027248,2025-11-16,2025-11-16,6,11,parcel,Northstar Parcel,Expedited,Los Angeles CA,New York NY,90023,10068,34.05,-118.24,40.71,-74.01,2445.3,8,9.88,12.2,9.3,7.6,0,1,1,55.2,0.1005,0.084,0.833,4,30.19,4,1
SHP-42-0014054,2025-09-19,2025-09-19,4,9,parcel,Northstar Parcel,Ground,Seattle WA,Columbus OH,98119,43277,47.61,-122.33,39.96,-82.99,2008.8,8,3.46,8.4,7.6,7.2,0,0,1,94.84,0.1135,0.127,0.21,7,19.47,7,1
SHP-42-0040674,2024-12-19,2024-12-19,3,12,parcel,Falcon Post,TwoDay,Los Angeles CA,Houston TX,90009,77097,34.05,-118.24,29.76,-95.37,1370.7,6,3.59,8.2,8.7,3.6,0,1,0,68.11,0.1354,0.477,0.877,3,21.65,4,0
SHP-42-0030602,2024-06-25,2024-06-26,2,6,parcel,Summit Express,Ground,Nashville TN,Boston MA,37248,02174,36.16,-86.78,42.36,-71.06,941.8,5,1.09,5.4,3.5,3.5,0,1,0,37.65,0.1269,0.216,0.068,6,17.41,4,1
SHP-42-0031569,2024-03-25,2024-03-25,0,3,parcel,Falcon Post,Overnight,Salt Lake City UT,Nashville TN,84115,37271,40.76,-111.89,36.16,-86.78,1390.1,6,12.27,16.1,12.9,7.6,0,0,0,106.87,0.1119,0.068,0.129,2,31.88,3,0
SHP-42-0014686,2024-12-23,2024-12-26,3,12,parcel,falcon post,Expedited,Chicago IL,Columbus OH,60635,43289,41.88,-87.63,39.96,-82.99,276.1,3,4.82,11.1,6.2,7.1,0,0,1,0.0,0.1651,0.532,0.856,3,13.87,5,0
SHP-42-0045883,2024-05-30,2024-06-01,5,6,parcel,Falcon Post,Expedited,Chicago IL,Miami FL,60642,33168,41.88,-87.63,25.76,-80.19,1191.6,6,3.72,8.8,8.7,6.1,0,0,0,0.0,0.1124,0.333,0.151,4,12.69,5,0
SHP-42-0033818,2025-11-17,2025-11-17,0,11,parcel,Falcon Post,GROUND,Denver CO,Miami FL,80249,33165,39.74,-104.99,25.76,-80.19,1725.4,7,2.95,8.2,4.6,5.2,0,0,0,170.03,0.1202,0.204,0.845,7,9.98,8,0
SHP-42-0022898,2024-04-01,2024-04-02,1,4,parcel,Summit Express,Expedited,Dallas TX,Atlanta GA,75214,30390,32.78,-96.8,33.75,-84.39,719.6,5,3.96,9.1,8.6,3.8,0,0,0,47.94,0.1069,0.062,0.199,4,21.49,2,1
SHP-42-0004982,2024-12-23,2024-12-24,1,12,parcel,Northstar Parcel,TwoDay,New York NY,Houston TX,10014,77097,40.71,-74.01,29.76,-95.37,1417.3,7,5.83,,6.0,6.8,0,1,1,0.0,0.1915,0.292,0.963,3,35.0,4,0
SHP-42-0016355,2024-11-26,2024-11-28,3,11,parcel,Summit Express,Ground,Seattle WA,Dallas TX,98144,75287,47.61,-122.33,32.78,-96.8,1679.5,7,4.92,12.0,7.3,5.3,0,1,0,182.34,0.1045,0.376,0.821,7,26.75,6,1
SHP-42-0010947,2024-03-07,2024-03-08,4,3,parcel,Falcon Post,Expedited,Nashville TN,New York NY,37253,10031,36.16,-86.78,40.71,-74.01,758.3,5,4.57,8.2,7.3,3.8,0,0,0,49.84,0.1131,0.195,0.224,4,13.28,5,0
SHP-42-0025329,2024-05-01,2024-05-01,2,5,parcel,Summit Express,Expedited,Minneapolis MN,Charlotte NC,55448,28223,44.98,-93.27,35.23,-80.84,938.8,5,5.09,6.5,8.7,7.4,0,1,0,100.98,0.1404,0.049,0.085,4,27.13,2,1
SHP-42-0017155,2024-07-30,2024-07-30,1,7,parcel,Falcon Post,TwoDay,Miami FL,Kansas City MO,33177,64169,25.76,-80.19,39.1,-94.58,1243.3,6,1.75,,4.0,5.3,0,1,0,58.76,0.0918,0.361,0.297,3,19.69,4,0
SHP-42-0032137,2025-04-26,2025-04-26,5,4,parcel,Northstar Parcel,Ground,Houston TX,Phoenix AZ,77042,85011,29.76,-95.37,33.45,-112.07,1014.0,6,9.63,13.5,7.1,7.9,0,1,0,86.41,0.1071,0.305,0.212,6,21.78,7,0
SHP-42-0008909,2025-07-21,2025-07-22,1,7,parcel,Northstar Parcel,Ground,Chicago IL,Phoenix AZ,60653,85091,41.88,-87.63,33.45,-112.07,1451.5,7,3.48,5.4,5.6,3.4,0,1,0,32.53,0.1334,0.064,0.102,7,16.02,6,1
SHP-42-0031234,2024-10-04,2024-10-04,4,10,parcel,Northstar Parcel,TwoDay,Miami FL,New York NY,33157,10061,25.76,-80.19,40.71,-74.01,1092.2,6,1.46,4.2,5.7,5.0,0,0,0,9.86,0.0872,0.091,0.025,3,16.16,3,1
SHP-42-0038397,2024-05-01,2024-05-01,2,5,parcel,Falcon Post,TwoDay,Phoenix AZ,New York NY,85092,10069,33.45,-112.07,40.71,-74.01,2139.4,8,1.93,5.4,6.7,5.2,0,0,0,0.0,0.1292,0.172,0.098,3,15.76,4,0
SHP-42-0018834,2024-01-13,2024-01-13,5,1,parcel,Summit Express,Expedited,Chicago IL,Houston TX,60684,77021,41.88,-87.63,29.76,-95.37,942.0,5,2.57,8.5,5.4,4.4,0,1,0,165.96,0.153,0.372,0.333,4,27.04,4,1
SHP-42-0043115,2025-08-08,2025-08-08,4,8,parcel,Summit Express,Ground,Kansas City MO,Salt Lake City UT,64165,84141,39.1,-94.58,40.76,-111.89,922.8,5,8.13,12.2,8.9,9.5,0,1,0,90.08,0.1211,0.113,0.288,6,25.91,5,1
SHP-42-0015686,2025-05-28,2025-05-28,2,5,parcel,Northstar Parcel,Ground,Salt Lake City UT,Kansas City MO,84141,64161,40.76,-111.89,39.1,-94.58,922.8,5,,5.1,5.6,4.0,0,0,0,0.0,0.0992,0.488,0.085,6,9.1,5,1
SHP-42-0017082,2024-04-12,2024-04-12,4,4,parcel,Falcon Post,Overnight,Seattle WA,Miami FL,98174,33132,47.61,-122.33,25.76,-80.19,2731.8,8,12.42,8.4,8.7,8.1,0,1,0,28.1,0.0884,0.294,0.249,2,32.51,4,0
SHP-42-0004573,2025-03-08,2025-03-09,6,3,parcel,Falcon Post,Ground,Atlanta GA,Chicago IL,30313,60629,33.75,-84.39,41.88,-87.63,588.8,4,2.48,5.7,5.9,6.4,0,1,0,0.0,0.0857,0.362,0.087,5,8.68,6,0
SHP-42-0014283,2025-08-14,2025-08-14,3,8,parcel,Northstar Parcel,Ground,Minneapolis MN,Kansas City MO,55425,64134,44.98,-93.27,39.1,-94.58,411.8,4,1.04,6.0,3.3,2.9,0,1,0,0.0,0.0947,0.107,0.281,5,11.94,4,1
SHP-42-0022764,2025-11-24,2025-11-24,0,11,parcel,Northstar Parcel,Expedited,Atlanta GA,Columbus OH,30318,43253,33.75,-84.39,39.96,-82.99,436.0,4,6.42,11.6,6.5,4.9,0,1,0,71.25,0.1178,0.139,0.813,3,19.37,2,1
SHP-42-0000469,2024-06-09,2024-06-09,6,6,parcel,Falcon Post,Overnight,Miami FL,Los Angeles CA,33167,90092,25.76,-80.19,34.05,-118.24,2335.5,8,3.39,9.7,6.7,6.9,0,0,0,47.17,0.1125,0.37,0.232,2,21.57,3,0
SHP-42-0003003,2024-03-20,2024-03-21,3,3,parcel,Falcon Post,TwoDay,Boston MA,Denver CO,02167,80207,42.36,-71.06,39.74,-104.99,1765.4,7,1.98,4.7,5.2,6.2,0,0,1,86.04,0.1162,0.214,0.061,3,19.55,5,0
SHP-42-0042401,2025-10-28,2025-10-29,2,10,parcel,Falcon Post,Ground,Salt Lake City UT,Miami FL,84196,33191,40.76,-111.89,25.76,-80.19,2087.6,8,1.78,5.7,6.0,3.0,0,0,0,42.15,0.1067,0.084,0.134,7,9.1,9,0
SHP-42-0022133,2025-01-22,2025-01-22,2,1,parcel,Summit Express,Overnight,Dallas TX,Nashville TN,75275,37294,32.78,-96.8,36.16,-86.78,616.3,5,7.37,9.2,10.4,8.3,0,1,0,0.0,0.1199,0.276,0.089,2,49.53,6,0
SHP-42-0037630,2025-07-14,2025-07-14,0,7,parcel,Falcon Post,Overnight,Charlotte NC,Dallas TX,28230,75279,35.23,-80.84,32.78,-96.8,928.6,5,1.86,7.5,5.8,3.0,0,1,0,0.0,0.108,0.009,0.176,2,28.74,4,0
SHP-42-0005625,2024-09-06,2024-09-06,4,9,parcel,Falcon Post,Ground,Houston TX,Los Angeles CA,77034,90064,29.76,-95.37,34.05,-118.24,1370.7,6,7.82,7.3,9.5,6.0,0,1,0,100.89,0.0878,0.139,0.034,6,15.47,7,0
SHP-42-0031614,2025-02-02,2025-02-02,6,2,parcel,Falcon Post,  Ground ,New York NY,Denver CO,10038,80219,40.71,-74.01,39.74,-104.99,1627.2,7,0.51,4.0,4.1,2.0,0,1,0,46.19,0.1674,0.365,0.169,7,13.33,8,0
SHP-42-0015178,2024-12-28,2024-12-28,5,12,parcel,Falcon Post,Ground,Houston TX,Los Angeles CA,77090,90091,29.76,-95.37,34.05,-118.24,1370.7,6,5.45,6.7,8.9,6.1,0,1,0,46.38,0.1446,0.28,0.951,6,14.69,8,0
SHP-42-0005610,2025-05-21,2025-05-23,4,5,parcel,Falcon Post,TwoDay,Los Angeles CA,Minneapolis MN,90048,55470,34.05,-118.24,44.98,-93.27,1521.2,7,1.7,8.2,3.8,4.3,0,0,0,58.22,0.0982,0.13,0.176,3,15.51,5,0
SHP-42-0043873,2025-10-06,2025-10-09,3,10,ltl_freight,Ironclad Freight,LTL Standard,Kansas City MO,Columbus OH,64199,43213,39.1,-94.58,39.96,-82.99,620.1,5,272.58,44.4,21.7,30.9,1,0,0,26.07,0.0999,0.293,0.218,9,191.97,9,1
SHP-42-0031488,2024-07-14,2024-07-15,0,7,parcel,FALCON POST,Ground,Minneapolis MN,Columbus OH,55438,43251,44.98,-93.27,39.96,-82.99,627.6,5,2.54,7.4,7.7,5.2,0,1,0,28.54,0.1183,0.291,0.142,6,11.5,6,1
SHP-42-0011873,2025-04-03,2025-04-06,6,4,parcel,Falcon Post,Ground,Los Angeles CA,Portland OR,90062,97204,34.05,-118.24,45.51,-122.68,825.8,5,1.77,8.1,5.6,3.7,0,1,1,115.01,0.1137,0.122,0.208,6,16.37,6,1
SHP-42-0014872,2024-08-28,2024-08-29,3,8,parcel,Falcon Post,ground,Portland OR,Charlotte NC,97264,28220,45.51,-122.68,35.23,-80.84,2285.1,8,1.32,6.6,4.1,4.4,0,1,0,55.95,0.1298,0.013,0.19,7,11.28,9,0
SHP-42-0005216,2025-10-06,2025-10-06,0,10,parcel,Summit Express,Ground,Atlanta GA,New York NY,30390,10025,33.75,-84.39,40.71,-74.01,745.6,5,10.76,14.1,12.5,9.7,0,1,0,66.18,0.0717,0.288,0.142,6,29.32,4,1
SHP-42-0025406,2024-11-17,2024-11-19,1,11,parcel,Falcon Post,Ground,Kansas City MO,Seattle WA,64171,98125,39.1,-94.58,47.61,-122.33,1502.7,7,8.9,8.3,10.5,6.6,0,1,0,26.01,0.114,0.028,0.819,7,16.92,7,1
SHP-42-0005645,2025-04-13,2025-04-13,6,4,parcel,Northstar Parcel,TwoDay,Chicago IL,Minneapolis MN,60683,55445,41.88,-87.63,44.98,-93.27,354.8,4,2.37,5.3,7.0,5.1,0,1,0,39.76,0.1033,0.158,0.226,3,20.49,2,1
SHP-42-0028515,2025-06-19,2025-06-21,5,6,parcel,Summit Express,Ground,Phoenix AZ,Miami FL,85051,33154,33.45,-112.07,25.76,-80.19,1978.8,8,4.3,11.1,5.8,4.2,0,1,0,47.89,0.0705,0.1,0.104,7,21.08,7,1
SHP-42-0032495,2024-09-20,2024-09-22,6,9,parcel,NORTHSTAR PARCEL,Ground,Houston TX,Atlanta GA,77060,30340,29.76,-95.37,33.75,-84.39,701.0,5,1.72,4.9,5.4,4.6,0,0,0,0.0,0.0686,0.345,0.118,6,9.62,6,1
SHP-42-0046420,2025-06-11,2025-06-12,3,6,parcel,Northstar Parcel,Ground,Phoenix AZ,Chicago IL,85094,60601,33.45,-112.07,41.88,-87.63,1451.5,7,3180.0,9.1,7.4,4.3,0,1,0,25.07,0.0943,0.342,0.004,7,19.27,6,1
SHP-42-0009186,2024-05-13,2024-05-13,0,5,parcel,Falcon Post,Overnight,Boston MA,Dallas TX,02190,75243,42.36,-71.06,32.78,-96.8,1549.1,7,2.12,6.2,5.9,5.0,0,0,0,77.34,0.106,0.128,0.248,2,22.75,2,1
SHP-42-0000508,2024-10-30,2024-10-31,3,10,parcel,Falcon Post,Ground,Miami FL,Denver CO,33106,80200,25.76,-80.19,39.74,-104.99,1725.4,7,1.47,4.8,3.6,4.4,0,0,1,98.95,0.1095,0.313,0.155,7,12.7,7,1
SHP-42-0033749,2024-04-04,2024-04-05,4,4,parcel,Northstar Parcel,Overnight,Portland OR,Dallas TX,97271,75273,45.51,-122.68,32.78,-96.8,1630.9,7,1.98,7.7,5.4,5.5,0,0,0,112.72,0.1104,0.202,0.0,2,29.96,2,1
SHP-42-0048915,2025-07-13,2025-07-16,2,7,parcel,Falcon Post,Ground,Kansas City MO,New York NY,64120,10065,39.1,-94.58,40.71,-74.01,1093.4,6,1.64,,4.6,4.1,0,1,0,0.0,0.0982,0.473,0.193,6,13.15,8,0
